From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,GeneName
Q9UBN7,Q9UBN7,reviewed,HDAC6_HUMAN,Protein deacetylase HDAC6 (EC 3.5.1.-) (E3 ubiquitin-protein ligase HDAC6) (EC 2.3.2.-) (Tubulin-lysine deacetylase HDAC6) (EC 3.5.1.-),HDAC6 KIAA0901 JM21,Homo sapiens (Human),1215,HDAC6
Q92747,Q92747,reviewed,ARC1A_HUMAN,Actin-related protein 2/3 complex subunit 1A (SOP2-like protein),ARPC1A SOP2L,Homo sapiens (Human),370,ARPC1A
P05067,P05067,reviewed,A4_HUMAN,Amyloid-beta precursor protein (APP) (ABPP) (APPI) (Alzheimer disease amyloid A4 protein homolog) (Alzheimer disease amyloid protein) (Amyloid precursor protein) (Amyloid-beta (A4) precursor protein) (Amyloid-beta A4 protein) (Cerebral vascular amyloid peptide) (CVAP) (PreA4) (Protease nexin-II) (PN-II) [Cleaved into: N-APP; Soluble APP-alpha (S-APP-alpha); Soluble APP-beta (S-APP-beta); C99 (Beta-secretase C-terminal fragment) (Beta-CTF); Amyloid-beta protein 42 (Abeta42) (Beta-APP42); Amyloid-beta protein 40 (Abeta40) (Beta-APP40); C83 (Alpha-secretase C-terminal fragment) (Alpha-CTF); P3(42); P3(40); C80; Gamma-secretase C-terminal fragment 59 (Amyloid intracellular domain 59) (AICD-59) (AID(59)) (Gamma-CTF(59)); Gamma-secretase C-terminal fragment 57 (Amyloid intracellular domain 57) (AICD-57) (AID(57)) (Gamma-CTF(57)); Gamma-secretase C-terminal fragment 50 (Amyloid intracellular domain 50) (AICD-50) (AID(50)) (Gamma-CTF(50)); C31],APP A4 AD1,Homo sapiens (Human),770,APP
P0DOY3,P0DOY3,reviewed,IGLC3_HUMAN,Immunoglobulin lambda constant 3 (Ig lambda chain C region DOT) (Ig lambda chain C region NEWM) (Ig lambda-3 chain C regions),IGLC3,Homo sapiens (Human),106,IGLC3
Q9GZN8,Q9GZN8,reviewed,ADSSP_HUMAN,Adipose-secreted signaling protein,ADISSP C20orf27,Homo sapiens (Human),174,ADISSP
O95602,O95602,reviewed,RPA1_HUMAN,DNA-directed RNA polymerase I subunit RPA1 (RNA polymerase I subunit A1) (EC 2.7.7.6) (A190) (DNA-directed RNA polymerase I largest subunit) (DNA-directed RNA polymerase I subunit A) (RNA polymerase I 194 kDa subunit) (RPA194),POLR1A,Homo sapiens (Human),1720,POLR1A
Q96SM3,Q96SM3,reviewed,CPXM1_HUMAN,Probable carboxypeptidase X1 (EC 3.4.17.-) (Metallocarboxypeptidase CPX-1),CPXM1 CPX1 CPXM UNQ3015/PRO9782,Homo sapiens (Human),734,CPXM1
Q9BUN1,Q9BUN1,reviewed,MENT_HUMAN,Protein MENT (Methylated in normal thymocytes protein),MENT C1orf56 UNQ547/PRO1104,Homo sapiens (Human),341,MENT
Q86Y37,Q86Y37,reviewed,CACL1_HUMAN,CDK2-associated and cullin domain-containing protein 1 (Cdk-associated cullin 1),CACUL1 C10orf46 CAC1,Homo sapiens (Human),369,CACUL1
P63220,P63220,reviewed,RS21_HUMAN,Small ribosomal subunit protein eS21 (40S ribosomal protein S21),RPS21,Homo sapiens (Human),83,RPS21
P23490,P23490,reviewed,LORI_HUMAN,Loricrin,LORICRIN LOR LRN,Homo sapiens (Human),312,LORICRIN
P53384,P53384,reviewed,NUBP1_HUMAN,Cytosolic Fe-S cluster assembly factor NUBP1 (Nucleotide-binding protein 1) (NBP 1),NUBP1 NBP NBP1,Homo sapiens (Human),320,NUBP1
Q9H4A9,Q9H4A9,reviewed,DPEP2_HUMAN,Dipeptidase 2 (EC 3.4.13.19),DPEP2 UNQ284/PRO323,Homo sapiens (Human),486,DPEP2
Q86W25,Q86W25,reviewed,NAL13_HUMAN,"NACHT, LRR and PYD domains-containing protein 13 (Nucleotide-binding oligomerization domain protein 14)",NLRP13 NALP13 NOD14,Homo sapiens (Human),1043,NLRP13
P15531,P15531,reviewed,NDKA_HUMAN,Nucleoside diphosphate kinase A (NDK A) (NDP kinase A) (EC 2.7.4.6) (Granzyme A-activated DNase) (GAAD) (Metastasis inhibition factor nm23) (NM23-H1) (Tumor metastatic process-associated protein),NME1 NDPKA NM23,Homo sapiens (Human),152,NME1
P52597,P52597,reviewed,HNRPF_HUMAN,"Heterogeneous nuclear ribonucleoprotein F (hnRNP F) (Nucleolin-like protein mcs94-1) [Cleaved into: Heterogeneous nuclear ribonucleoprotein F, N-terminally processed]",HNRNPF HNRPF,Homo sapiens (Human),415,HNRNPF
P08567,P08567,reviewed,PLEK_HUMAN,Pleckstrin (Platelet 47 kDa protein) (p47),PLEK P47,Homo sapiens (Human),350,PLEK
Q8TD55,Q8TD55,reviewed,PKHO2_HUMAN,Pleckstrin homology domain-containing family O member 2 (PH domain-containing family O member 2) (Pleckstrin homology domain-containing family Q member 1) (PH domain-containing family Q member 1),PLEKHO2 PLEKHQ1 PP9099,Homo sapiens (Human),490,PLEKHO2
P14778,P14778,reviewed,IL1R1_HUMAN,"Interleukin-1 receptor type 1 (IL-1R-1) (IL-1RT-1) (IL-1RT1) (EC 3.2.2.6) (CD121 antigen-like family member A) (Interleukin-1 receptor alpha) (IL-1R-alpha) (Interleukin-1 receptor type I) (p80) (CD antigen CD121a) [Cleaved into: Interleukin-1 receptor type 1, membrane form (mIL-1R1) (mIL-1RI); Interleukin-1 receptor type 1, soluble form (sIL-1R1) (sIL-1RI)]",IL1R1 IL1R IL1RA IL1RT1,Homo sapiens (Human),569,IL1R1
Q14392,Q14392,reviewed,LRC32_HUMAN,Transforming growth factor beta activator LRRC32 (Garpin) (Glycoprotein A repetitions predominant) (GARP) (Leucine-rich repeat-containing protein 32),LRRC32 D11S833E,Homo sapiens (Human),662,LRRC32
P49795,P49795,reviewed,RGS19_HUMAN,Regulator of G-protein signaling 19 (RGS19) (G-alpha-interacting protein) (GAIP),RGS19 GAIP GNAI3IP,Homo sapiens (Human),217,RGS19
Q13131,Q13131,reviewed,AAPK1_HUMAN,5'-AMP-activated protein kinase catalytic subunit alpha-1 (AMPK subunit alpha-1) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31) (Tau-protein kinase PRKAA1) (EC 2.7.11.26),PRKAA1 AMPK1,Homo sapiens (Human),559,PRKAA1
P10768,P10768,reviewed,ESTD_HUMAN,S-formylglutathione hydrolase (FGH) (EC 3.1.2.12) (Esterase D) (Methylumbelliferyl-acetate deacetylase) (EC 3.1.1.56),ESD,Homo sapiens (Human),282,ESD
Q9Y6V0,Q9Y6V0,reviewed,PCLO_HUMAN,Protein piccolo (Aczonin),PCLO ACZ KIAA0559,Homo sapiens (Human),5142,PCLO
Q9HCM2,Q9HCM2,reviewed,PLXA4_HUMAN,Plexin-A4,PLXNA4 KIAA1550 PLXNA4A PLXNA4B UNQ2820/PRO34003,Homo sapiens (Human),1894,PLXNA4
P51858,P51858,reviewed,HDGF_HUMAN,Hepatoma-derived growth factor (HDGF) (High mobility group protein 1-like 2) (HMG-1L2),HDGF HMG1L2,Homo sapiens (Human),240,HDGF
O14656,O14656,reviewed,TOR1A_HUMAN,Torsin-1A (Dystonia 1 protein) (Torsin ATPase-1A) (EC 3.6.4.-) (Torsin family 1 member A),TOR1A DQ2 DYT1 TA TORA,Homo sapiens (Human),332,TOR1A
P20061,P20061,reviewed,TCO1_HUMAN,Transcobalamin-1 (TC-1) (Haptocorrin) (HC) (Protein R) (Transcobalamin I) (TC I) (TCI),TCN1 TC1,Homo sapiens (Human),433,TCN1
Q9Y5Y2,Q9Y5Y2,reviewed,NUBP2_HUMAN,Cytosolic Fe-S cluster assembly factor NUBP2 (Nucleotide-binding protein 2) (NBP 2),NUBP2,Homo sapiens (Human),271,NUBP2
P01715,P01715,reviewed,LV301_HUMAN,Immunoglobulin lambda variable 3-1 (Ig lambda chain V-IV region Bau) (Ig lambda chain V-IV region MOL) (Ig lambda chain V-IV region X),IGLV3-1,Homo sapiens (Human),115,IGLV3-1
P24844,P24844,reviewed,MYL9_HUMAN,"Myosin regulatory light polypeptide 9 (20 kDa myosin light chain) (LC20) (MLC-2C) (Myosin RLC) (Myosin regulatory light chain 2, smooth muscle isoform) (Myosin regulatory light chain 9) (Myosin regulatory light chain MRLC1)",MYL9 MLC2 MRLC1 MYRL2,Homo sapiens (Human),172,MYL9
P04899,P04899,reviewed,GNAI2_HUMAN,Guanine nucleotide-binding protein G(i) subunit alpha-2 (Adenylate cyclase-inhibiting G alpha protein),GNAI2 GNAI2B,Homo sapiens (Human),355,GNAI2
Q9UDY4,Q9UDY4,reviewed,DNJB4_HUMAN,DnaJ homolog subfamily B member 4 (Heat shock 40 kDa protein 1 homolog) (HSP40 homolog) (Heat shock protein 40 homolog) (Human liver DnaJ-like protein),DNAJB4 DNAJW HLJ1,Homo sapiens (Human),337,DNAJB4
P36980,P36980,reviewed,FHR2_HUMAN,Complement factor H-related protein 2 (FHR-2) (DDESK59) (H factor-like 3) (H factor-like protein 2),CFHR2 CFHL2 FHR2 HFL3,Homo sapiens (Human),270,CFHR2
P09104,P09104,reviewed,ENOG_HUMAN,Gamma-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (Enolase 2) (Neural enolase) (Neuron-specific enolase) (NSE),ENO2,Homo sapiens (Human),434,ENO2
Q92572,Q92572,reviewed,AP3S1_HUMAN,"AP-3 complex subunit sigma-1 (AP-3 complex subunit sigma-3A) (Adaptor-related protein complex 3 subunit sigma-1) (Clathrin-associated/assembly/adaptor protein, small 3) (Sigma-3A-adaptin) (Sigma3A-adaptin) (Sigma-adaptin 3a)",AP3S1 CLAPS3,Homo sapiens (Human),193,AP3S1
Q9NRN5,Q9NRN5,reviewed,OLFL3_HUMAN,Olfactomedin-like protein 3 (HNOEL-iso) (hOLF44),OLFML3 PSEC0035 PSEC0173 PSEC0244 UNQ663/PRO1294,Homo sapiens (Human),406,OLFML3
Q6UXB8,Q6UXB8,reviewed,PI16_HUMAN,Peptidase inhibitor 16 (PI-16) (Cysteine-rich secretory protein 9) (CRISP-9) (PSP94-binding protein) (CD antigen CD364),PI16 CRISP9 PSPBP PSEC0164 UNQ289/PRO328,Homo sapiens (Human),463,PI16
P01008,P01008,reviewed,ANT3_HUMAN,Antithrombin-III (ATIII) (Serpin C1),SERPINC1 AT3 PRO0309,Homo sapiens (Human),464,SERPINC1
P08134,P08134,reviewed,RHOC_HUMAN,Rho-related GTP-binding protein RhoC (Rho cDNA clone 9) (h9),RHOC ARH9 ARHC,Homo sapiens (Human),193,RHOC
Q14118,Q14118,reviewed,DAG1_HUMAN,Dystroglycan 1 (Dystroglycan) (Dystrophin-associated glycoprotein 1) [Cleaved into: Alpha-dystroglycan (Alpha-DG); Beta-dystroglycan (Beta-DG)],DAG1,Homo sapiens (Human),895,DAG1
Q969S3,Q969S3,reviewed,ZN622_HUMAN,Cytoplasmic 60S subunit biogenesis factor ZNF622 (Zinc finger protein 622) (Zinc finger-like protein 9),ZNF622 ZPR9,Homo sapiens (Human),477,ZNF622
P50281,P50281,reviewed,MMP14_HUMAN,Matrix metalloproteinase-14 (MMP-14) (EC 3.4.24.80) (MMP-X1) (Membrane-type matrix metalloproteinase 1) (MT-MMP 1) (MTMMP1) (Membrane-type-1 matrix metalloproteinase) (MT1-MMP) (MT1MMP),MMP14,Homo sapiens (Human),582,MMP14
P29279,P29279,reviewed,CCN2_HUMAN,CCN family member 2 (Cellular communication network factor 2) (Connective tissue growth factor) (Hypertrophic chondrocyte-specific protein 24) (Insulin-like growth factor-binding protein 8) (IBP-8) (IGF-binding protein 8) (IGFBP-8),CCN2 CTGF HCS24 IGFBP8,Homo sapiens (Human),349,CCN2
P0DSN7,P0DSN7,reviewed,KVD37_HUMAN,Probable non-functional immunoglobulinn kappa variable 1D-37,IGKV1D-37,Homo sapiens (Human),117,IGKV1D-37
Q9UM47,Q9UM47,reviewed,NOTC3_HUMAN,Neurogenic locus notch homolog protein 3 (Notch 3) [Cleaved into: Notch 3 extracellular truncation; Notch 3 intracellular domain],NOTCH3,Homo sapiens (Human),2321,NOTCH3
O60936,O60936,reviewed,NOL3_HUMAN,Nucleolar protein 3 (Apoptosis repressor with CARD) (Muscle-enriched cytoplasmic protein) (Myp) (Nucleolar protein of 30 kDa) (Nop30),NOL3 ARC NOP,Homo sapiens (Human),208,NOL3
P52738,P52738,reviewed,ZN140_HUMAN,Zinc finger protein 140,ZNF140,Homo sapiens (Human),457,ZNF140
Q8N6N3,Q8N6N3,reviewed,CA052_HUMAN,UPF0690 protein C1orf52 (BCL10-associated gene protein),C1orf52 BAG GM117,Homo sapiens (Human),182,C1orf52
P60033,P60033,reviewed,CD81_HUMAN,CD81 antigen (26 kDa cell surface protein TAPA-1) (Target of the antiproliferative antibody 1) (Tetraspanin-28) (Tspan-28) (CD antigen CD81),CD81 TAPA1 TSPAN28,Homo sapiens (Human),236,CD81
Q9Y3A6,Q9Y3A6,reviewed,TMED5_HUMAN,Transmembrane emp24 domain-containing protein 5 (p24 family protein gamma-2) (p24gamma2) (p28),TMED5 CGI-100 UNQ397/PRO733,Homo sapiens (Human),229,TMED5
P17812,P17812,reviewed,PYRG1_HUMAN,CTP synthase 1 (EC 6.3.4.2) (CTP synthetase 1) (UTP--ammonia ligase 1),CTPS1 CTPS,Homo sapiens (Human),591,CTPS1
Q15818,Q15818,reviewed,NPTX1_HUMAN,Neuronal pentraxin-1 (NP1) (Neuronal pentraxin I) (NP-I),NPTX1,Homo sapiens (Human),432,NPTX1
Q96AG4,Q96AG4,reviewed,LRC59_HUMAN,"Leucine-rich repeat-containing protein 59 (Ribosome-binding protein p34) (p34) [Cleaved into: Leucine-rich repeat-containing protein 59, N-terminally processed]",LRRC59 PRO1855,Homo sapiens (Human),307,LRRC59
Q16186,Q16186,reviewed,ADRM1_HUMAN,Proteasomal ubiquitin receptor ADRM1 (110 kDa cell membrane glycoprotein) (Gp110) (Adhesion-regulating molecule 1) (ARM-1) (Proteasome regulatory particle non-ATPase 13) (hRpn13) (Rpn13 homolog),ADRM1 GP110,Homo sapiens (Human),407,ADRM1
P17213,P17213,reviewed,BPI_HUMAN,Bactericidal permeability-increasing protein (BPI) (CAP 57),BPI,Homo sapiens (Human),487,BPI
Q8N6G6,Q8N6G6,reviewed,ATL1_HUMAN,ADAMTS-like protein 1 (ADAMTSL-1) (Punctin-1),ADAMTSL1 ADAMTSR1 C9orf94 UNQ528/PRO1071,Homo sapiens (Human),1762,ADAMTSL1
Q9UBW5,Q9UBW5,reviewed,BIN2_HUMAN,Bridging integrator 2 (Breast cancer-associated protein 1),BIN2 BRAP1,Homo sapiens (Human),565,BIN2
Q96C24,Q96C24,reviewed,SYTL4_HUMAN,Synaptotagmin-like protein 4 (Exophilin-2) (Granuphilin),SYTL4,Homo sapiens (Human),671,SYTL4
P26572,P26572,reviewed,MGAT1_HUMAN,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase (EC 2.4.1.101) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase I) (GNT-I) (GlcNAc-T I)",MGAT1 GGNT1 GLCT1 GLYT1 MGAT,Homo sapiens (Human),445,MGAT1
P23142,P23142,reviewed,FBLN1_HUMAN,Fibulin-1 (FIBL-1),FBLN1 PP213,Homo sapiens (Human),703,FBLN1
P02746,P02746,reviewed,C1QB_HUMAN,Complement C1q subcomponent subunit B,C1QB,Homo sapiens (Human),253,C1QB
Q9UGP4,Q9UGP4,reviewed,LIMD1_HUMAN,LIM domain-containing protein 1,LIMD1,Homo sapiens (Human),676,LIMD1
P16671,P16671,reviewed,CD36_HUMAN,Platelet glycoprotein 4 (Fatty acid translocase) (FAT) (Glycoprotein IIIb) (GPIIIB) (Leukocyte differentiation antigen CD36) (PAS IV) (PAS-4) (Platelet collagen receptor) (Platelet glycoprotein IV) (GPIV) (Thrombospondin receptor) (CD antigen CD36),CD36 GP3B GP4,Homo sapiens (Human),472,CD36
Q9Y3B3,Q9Y3B3,reviewed,TMED7_HUMAN,Transmembrane emp24 domain-containing protein 7 (p24 family protein gamma-3) (p24gamma3) (p27),TMED7 CGI-109,Homo sapiens (Human),224,TMED7
P23634,P23634,reviewed,AT2B4_HUMAN,Plasma membrane calcium-transporting ATPase 4 (PMCA4) (EC 7.2.2.10) (Matrix-remodeling-associated protein 1) (Plasma membrane calcium ATPase isoform 4) (Plasma membrane calcium pump isoform 4),ATP2B4 ATP2B2 MXRA1,Homo sapiens (Human),1241,ATP2B4
Q9NRR5,Q9NRR5,reviewed,UBQL4_HUMAN,Ubiquilin-4 (Ataxin-1 interacting ubiquitin-like protein) (A1Up) (Ataxin-1 ubiquitin-like-interacting protein A1U) (Connexin43-interacting protein of 75 kDa) (CIP75),UBQLN4 C1orf6 CIP75 UBIN,Homo sapiens (Human),601,UBQLN4
P06858,P06858,reviewed,LIPL_HUMAN,Lipoprotein lipase (LPL) (EC 3.1.1.34) (Phospholipase A1) (EC 3.1.1.32),LPL LIPD,Homo sapiens (Human),475,LPL
Q16762,Q16762,reviewed,THTR_HUMAN,Thiosulfate sulfurtransferase (EC 2.8.1.1) (Rhodanese),TST,Homo sapiens (Human),297,TST
Q9H0M0,Q9H0M0,reviewed,WWP1_HUMAN,NEDD4-like E3 ubiquitin-protein ligase WWP1 (EC 2.3.2.26) (Atrophin-1-interacting protein 5) (AIP5) (HECT-type E3 ubiquitin transferase WWP1) (TGIF-interacting ubiquitin ligase 1) (Tiul1) (WW domain-containing protein 1),WWP1,Homo sapiens (Human),922,WWP1
O14773,O14773,reviewed,TPP1_HUMAN,Tripeptidyl-peptidase 1 (TPP-1) (EC 3.4.14.9) (Cell growth-inhibiting gene 1 protein) (Lysosomal pepstatin-insensitive protease) (LPIC) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase I) (TPP-I),TPP1 CLN2 GIG1 UNQ267/PRO304,Homo sapiens (Human),563,TPP1
Q9NTJ5,Q9NTJ5,reviewed,SAC1_HUMAN,Phosphatidylinositol-3-phosphatase SAC1 (EC 3.1.3.64) (Phosphatidylinositol-4-phosphate phosphatase) (Suppressor of actin mutations 1-like protein),SACM1L KIAA0851 SAC1,Homo sapiens (Human),587,SACM1L
Q6UWP8,Q6UWP8,reviewed,SBSN_HUMAN,Suprabasin,SBSN UNQ698/PRO1343,Homo sapiens (Human),590,SBSN
Q96EK2,Q96EK2,reviewed,PF21B_HUMAN,PHD finger protein 21B,PHF21B KIAA1661,Homo sapiens (Human),531,PHF21B
P04180,P04180,reviewed,LCAT_HUMAN,Phosphatidylcholine-sterol acyltransferase (EC 2.3.1.43) (1-alkyl-2-acetylglycerophosphocholine esterase) (EC 3.1.1.47) (Lecithin-cholesterol acyltransferase) (Phospholipid-cholesterol acyltransferase) (Platelet-activating factor acetylhydrolase) (PAF acetylhydrolase),LCAT,Homo sapiens (Human),440,LCAT
O60755,O60755,reviewed,GALR3_HUMAN,Galanin receptor type 3 (GAL3-R) (GALR-3),GALR3 GALNR3,Homo sapiens (Human),368,GALR3
Q99798,Q99798,reviewed,ACON_HUMAN,"Aconitate hydratase, mitochondrial (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase)",ACO2,Homo sapiens (Human),780,ACO2
Q14643,Q14643,reviewed,ITPR1_HUMAN,"Inositol 1,4,5-trisphosphate-gated calcium channel ITPR1 (IP3 receptor isoform 1) (IP3R 1) (InsP3R1) (Inositol 1,4,5 trisphosphate receptor) (Inositol 1,4,5-trisphosphate receptor type 1) (Type 1 inositol 1,4,5-trisphosphate receptor) (Type 1 InsP3 receptor)",ITPR1 INSP3R1,Homo sapiens (Human),2758,ITPR1
Q9HDC9,Q9HDC9,reviewed,APMAP_HUMAN,Adipocyte plasma membrane-associated protein (Protein BSCv),APMAP C20orf3 UNQ1869/PRO4305,Homo sapiens (Human),416,APMAP
Q6UWH4,Q6UWH4,reviewed,GAK1B_HUMAN,Golgi-associated kinase 1B (Expressed in nerve and epithelium during development) (Protein FAM198B),GASK1B C4orf18 ENED FAM198B AD021 UNQ2512/PRO6001,Homo sapiens (Human),519,GASK1B
P51148,P51148,reviewed,RAB5C_HUMAN,Ras-related protein Rab-5C (EC 3.6.5.2) (L1880) (RAB5L),RAB5C RABL,Homo sapiens (Human),216,RAB5C
Q96JM4,Q96JM4,reviewed,LRIQ1_HUMAN,Leucine-rich repeat- and IQ domain-containing protein 1,LRRIQ1 KIAA1801,Homo sapiens (Human),1722,LRRIQ1
O95292,O95292,reviewed,VAPB_HUMAN,Vesicle-associated membrane protein-associated protein B/C (VAMP-B/VAMP-C) (VAMP-associated protein B/C) (VAP-B/VAP-C),VAPB UNQ484/PRO983,Homo sapiens (Human),243,VAPB
P28331,P28331,reviewed,NDUS1_HUMAN,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (EC 7.1.1.2) (Complex I-75kD) (CI-75kD)",NDUFS1,Homo sapiens (Human),727,NDUFS1
P37802,P37802,reviewed,TAGL2_HUMAN,Transgelin-2 (Epididymis tissue protein Li 7e) (SM22-alpha homolog),TAGLN2 KIAA0120 CDABP0035,Homo sapiens (Human),199,TAGLN2
P16284,P16284,reviewed,PECA1_HUMAN,Platelet endothelial cell adhesion molecule (PECAM-1) (EndoCAM) (GPIIA') (PECA1) (CD antigen CD31),PECAM1,Homo sapiens (Human),738,PECAM1
P23526,P23526,reviewed,SAHH_HUMAN,Adenosylhomocysteinase (AdoHcyase) (EC 3.13.2.1) (S-adenosyl-L-homocysteine hydrolase),AHCY SAHH,Homo sapiens (Human),432,AHCY
A0A0G2JMI3,A0A0G2JMI3,reviewed,HV692_HUMAN,Immunoglobulin heavy variable 1-69-2,IGHV1-69-2,Homo sapiens (Human),117,IGHV1-69-2
A0A075B6I1,A0A075B6I1,reviewed,LV460_HUMAN,Immunoglobulin lambda variable 4-60,IGLV4-60,Homo sapiens (Human),120,IGLV4-60
P08637,P08637,reviewed,FCG3A_HUMAN,Low affinity immunoglobulin gamma Fc region receptor III-A (IgG Fc receptor III-A) (CD16-II) (CD16a antigen) (Fc-gamma RIII-alpha) (Fc-gamma RIII) (Fc-gamma RIIIa) (FcRIII) (FcRIIIa) (FcgammaRIIIA) (FcR-10) (IgG Fc receptor III-2) (CD antigen CD16a),FCGR3A CD16A FCG3 FCGR3 IGFR3,Homo sapiens (Human),254,FCGR3A
P01042,P01042,reviewed,KNG1_HUMAN,Kininogen-1 (Alpha-2-thiol proteinase inhibitor) (Fitzgerald factor) (High molecular weight kininogen) (HMWK) (Williams-Fitzgerald-Flaujeac factor) [Cleaved into: Kininogen-1 heavy chain; T-kinin (Ile-Ser-Bradykinin); Bradykinin (Kallidin I); Lysyl-bradykinin (Kallidin II); Kininogen-1 light chain; Low molecular weight growth-promoting factor],KNG1 BDK KNG,Homo sapiens (Human),644,KNG1
Q9NZQ3,Q9NZQ3,reviewed,SPN90_HUMAN,NCK-interacting protein with SH3 domain (54 kDa VacA-interacting protein) (54 kDa vimentin-interacting protein) (VIP54) (90 kDa SH3 protein interacting with Nck) (AF3p21) (Dia-interacting protein 1) (DIP-1) (Diaphanous protein-interacting protein) (SH3 adapter protein SPIN90) (WASP-interacting SH3-domain protein) (WISH) (Wiskott-Aldrich syndrome protein-interacting protein),NCKIPSD AF3P21 SPIN90,Homo sapiens (Human),722,NCKIPSD
Q92187,Q92187,reviewed,SIA8D_HUMAN,"CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase (EC 2.4.3.-) (Alpha-2,8-sialyltransferase 8D) (Polysialyltransferase) (Polysialyltransferase-1) (Sialyltransferase 8D) (SIAT8-D) (Sialyltransferase St8Sia IV) (ST8SiaIV)",ST8SIA4 PST PST1 SIAT8D,Homo sapiens (Human),359,ST8SIA4
Q9H4M9,Q9H4M9,reviewed,EHD1_HUMAN,EH domain-containing protein 1 (PAST homolog 1) (hPAST1) (Testilin),EHD1 PAST PAST1 CDABP0131,Homo sapiens (Human),534,EHD1
P11274,P11274,reviewed,BCR_HUMAN,Breakpoint cluster region protein (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-26),BCR BCR1 D22S11,Homo sapiens (Human),1271,BCR
Q13023,Q13023,reviewed,AKAP6_HUMAN,A-kinase anchor protein 6 (AKAP-6) (A-kinase anchor protein 100 kDa) (AKAP 100) (Protein kinase A-anchoring protein 6) (PRKA6) (mAKAP),AKAP6 AKAP100 KIAA0311,Homo sapiens (Human),2319,AKAP6
Q9UKM9,Q9UKM9,reviewed,RALY_HUMAN,RNA-binding protein Raly (Autoantigen p542) (Heterogeneous nuclear ribonucleoprotein C-like 2) (hnRNP core protein C-like 2) (hnRNP associated with lethal yellow protein homolog),RALY HNRPCL2 P542,Homo sapiens (Human),306,RALY
P55957,P55957,reviewed,BID_HUMAN,BH3-interacting domain death agonist (p22 BID) (BID) [Cleaved into: BH3-interacting domain death agonist p15 (p15 BID); BH3-interacting domain death agonist p13 (p13 BID); BH3-interacting domain death agonist p11 (p11 BID)],BID,Homo sapiens (Human),195,BID
P62917,P62917,reviewed,RL8_HUMAN,Large ribosomal subunit protein uL2 (60S ribosomal protein L8),RPL8,Homo sapiens (Human),257,RPL8
O95502,O95502,reviewed,NPTXR_HUMAN,Neuronal pentraxin receptor,NPTXR,Homo sapiens (Human),500,NPTXR
P13942,P13942,reviewed,COBA2_HUMAN,Collagen alpha-2(XI) chain,COL11A2,Homo sapiens (Human),1736,COL11A2
P0CB48,P0CB48,reviewed,UBFL6_HUMAN,Putative upstream-binding factor 1-like protein 6,UBTFL6,Homo sapiens (Human),400,UBTFL6
O76074,O76074,reviewed,PDE5A_HUMAN,"cGMP-specific 3',5'-cyclic phosphodiesterase (EC 3.1.4.35) (cGMP-binding cGMP-specific phosphodiesterase) (CGB-PDE)",PDE5A PDE5,Homo sapiens (Human),875,PDE5A
O75452,O75452,reviewed,RDH16_HUMAN,Retinol dehydrogenase 16 (EC 1.1.1.105) (EC 1.1.1.209) (EC 1.1.1.315) (EC 1.1.1.53) (Human epidermal retinol dehydrogenase) (hRDH-E) (Microsomal NAD(+)-dependent retinol dehydrogenase 4) (RoDH-4) (Short chain dehydrogenase/reductase family 9C member 8) (Sterol/retinol dehydrogenase),RDH16 RODH4 SDR9C8,Homo sapiens (Human),317,RDH16
Q02161,Q02161,reviewed,RHD_HUMAN,Blood group Rh(D) polypeptide (RHXIII) (Rh polypeptide 2) (RhPII) (Rhesus D antigen) (CD antigen CD240D),RHD,Homo sapiens (Human),417,RHD
P24592,P24592,reviewed,IBP6_HUMAN,Insulin-like growth factor-binding protein 6 (IBP-6) (IGF-binding protein 6) (IGFBP-6),IGFBP6 IBP6,Homo sapiens (Human),240,IGFBP6
